what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1466972214825
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1466972216220
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1466972218580
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1466972219876
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1466972254190
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1466972255159
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1466972285464
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1466972293351
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1466972305013
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1466972504935
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1466972509183
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1466972567267
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1466972571058
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1466972575127
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1466972576347
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1466972584018
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1466972591478
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1466972643076
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1466972643095
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1466972648911
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1466972648929
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1466972650032
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1466972650051
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1466972827873
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1466972827890
